"Time","Usage GOLD consumer","Usage GOLD demo","Request GOLD consumer","Request GOLD demo","Tenants"
"2021-07-01T21:15:30.000Z",137,58,500,800,1
"2021-07-01T21:15:44.000Z",293,35,500,800,1
"2021-07-01T21:16:00.000Z",258,42,500,800,1
"2021-07-01T21:16:14.000Z",305,41,500,800,1
"2021-07-01T21:16:30.000Z",311,35,500,800,1
"2021-07-01T21:16:44.000Z",233,38,500,800,1
"2021-07-01T21:17:00.000Z",270,39,500,800,1
"2021-07-01T21:17:30.000Z",307,40,500,800,1
"2021-07-01T21:17:44.000Z",274,38,500,800,1
"2021-07-01T21:18:00.000Z",328,41,500,800,1
"2021-07-01T21:18:14.000Z",292,40,500,800,1
"2021-07-01T21:18:30.000Z",294,40,500,800,1
"2021-07-01T21:18:44.000Z",312,39,500,800,1
"2021-07-01T21:19:00.000Z",314,38,500,800,1
"2021-07-01T21:19:14.000Z",271,37,500,800,1
"2021-07-01T21:19:30.000Z",288,38,500,800,1
"2021-07-01T21:19:44.000Z",161,41,500,800,1
"2021-07-01T21:20:00.000Z",293,40,500,800,1
"2021-07-01T21:20:14.000Z",146,39,500,800,1
"2021-07-01T21:20:30.000Z",304,38,500,800,1
"2021-07-01T21:20:44.000Z",172,35,500,800,1
"2021-07-01T21:21:00.000Z",162,41,500,800,1
"2021-07-01T21:21:14.000Z",280,41,500,800,1
"2021-07-01T21:21:30.000Z",304,42,500,800,1
"2021-07-01T21:21:44.000Z",352,41,500,800,1
"2021-07-01T21:22:00.000Z",305,40,500,800,1
"2021-07-01T21:22:14.000Z",292,38,500,800,1
"2021-07-01T21:22:30.000Z",143,41,500,800,1
"2021-07-01T21:22:44.000Z",304,42,500,800,1
"2021-07-01T21:23:00.000Z",311,42,500,800,1
"2021-07-01T21:23:14.000Z",317,40,500,800,2
"2021-07-01T21:23:30.000Z",460,38,500,800,2
"2021-07-01T21:23:44.000Z",401,35,500,800,2
"2021-07-01T21:24:00.000Z",437,40,500,800,2
"2021-07-01T21:24:30.000Z",306,37,500,800,2
"2021-07-01T21:24:44.000Z",382,40,500,800,2
"2021-07-01T21:25:00.000Z",385,36,500,800,2
"2021-07-01T21:25:14.000Z",376,36,500,800,2
"2021-07-01T21:25:30.000Z",465,40,500,800,2
"2021-07-01T21:25:44.000Z",388,39,500,800,2
"2021-07-01T21:26:00.000Z",409,35,500,800,2
"2021-07-01T21:26:14.000Z",389,39,500,800,2
"2021-07-01T21:26:30.000Z",206,30,500,800,2
"2021-07-01T21:26:44.000Z",431,38,500,800,2
"2021-07-01T21:27:00.000Z",434,37,500,800,2
"2021-07-01T21:27:14.000Z",359,38,500,800,2
"2021-07-01T21:27:30.000Z",442,37,500,800,2
"2021-07-01T21:27:44.000Z",334,40,500,800,2
"2021-07-01T21:28:00.000Z",186,35,500,800,2
"2021-07-01T21:28:14.000Z",222,44,500,800,2
"2021-07-01T21:28:30.000Z",454,37,500,800,2
"2021-07-01T21:28:44.000Z",440,33,500,800,2
"2021-07-01T21:29:00.000Z",447,39,500,800,2
"2021-07-01T21:29:14.000Z",479,35,500,800,2
"2021-07-01T21:29:30.000Z",432,39,500,800,2
"2021-07-01T21:29:44.000Z",420,36,500,800,2
"2021-07-01T21:30:00.000Z",451,36,500,800,2
"2021-07-01T21:30:14.000Z",209,36,500,800,2
"2021-07-01T21:30:30.000Z",420,36,500,800,2
"2021-07-01T21:30:44.000Z",427,37,500,800,2
"2021-07-01T21:31:00.000Z",449,36,500,800,2
"2021-07-01T21:31:14.000Z",364,37,500,800,2
"2021-07-01T21:31:30.000Z",313,37,1250,800,3
"2021-07-01T21:31:44.000Z",389,38,1250,800,3
"2021-07-01T21:32:00.000Z",854,90,1250,800,3
"2021-07-01T21:32:14.000Z",651,92,1250,800,3
"2021-07-01T21:32:30.000Z",814,88,1250,800,3
"2021-07-01T21:32:44.000Z",785,86,1250,800,3
"2021-07-01T21:33:00.000Z",765,81,1250,800,3
"2021-07-01T21:33:14.000Z",791,87,1250,800,3
"2021-07-01T21:33:30.000Z",819,90,1250,800,3
"2021-07-01T21:33:44.000Z",603,81,1250,800,3
"2021-07-01T21:34:00.000Z",789,85,1250,800,3
"2021-07-01T21:34:14.000Z",719,93,1250,800,3
"2021-07-01T21:34:30.000Z",756,81,1250,800,3
"2021-07-01T21:34:44.000Z",714,86,1250,800,3
"2021-07-01T21:35:00.000Z",600,87,1250,800,3
"2021-07-01T21:35:14.000Z",356,85,1250,800,3
"2021-07-01T21:35:30.000Z",798,87,1250,800,3
"2021-07-01T21:35:44.000Z",780,90,1250,800,3
"2021-07-01T21:36:00.000Z",798,81,1250,800,3
"2021-07-01T21:36:14.000Z",479,90,1250,800,3
"2021-07-01T21:36:30.000Z",740,79,1250,800,3
"2021-07-01T21:36:44.000Z",813,89,1250,800,3
"2021-07-01T21:37:00.000Z",768,82,1250,800,3
"2021-07-01T21:37:14.000Z",818,82,1250,800,3
"2021-07-01T21:37:30.000Z",784,88,1250,800,3
"2021-07-01T21:37:44.000Z",636,87,1250,800,3
"2021-07-01T21:38:00.000Z",792,86,1250,800,3
"2021-07-01T21:38:14.000Z",540,84,1250,800,3
"2021-07-01T21:38:30.000Z",783,83,1250,800,3
"2021-07-01T21:38:44.000Z",638,83,1250,800,3
"2021-07-01T21:39:00.000Z",651,87,1250,800,3
"2021-07-01T21:39:14.000Z",861,88,1250,800,3
"2021-07-01T21:39:30.000Z",654,89,1250,800,3
"2021-07-01T21:39:44.000Z",783,83,1250,800,3
"2021-07-01T21:40:00.000Z",893,87,1250,800,4
"2021-07-01T21:40:14.000Z",913,83,1250,800,4
"2021-07-01T21:40:30.000Z",1018,84,1250,800,4
"2021-07-01T21:40:44.000Z",862,80,1250,800,4
"2021-07-01T21:41:00.000Z",805,84,1250,800,4
"2021-07-01T21:41:14.000Z",799,82,1250,800,4
"2021-07-01T21:41:30.000Z",983,89,1250,800,4
"2021-07-01T21:41:44.000Z",919,90,1250,800,4
"2021-07-01T21:42:00.000Z",947,79,1250,800,4
"2021-07-01T21:42:14.000Z",479,87,1250,800,4
"2021-07-01T21:42:30.000Z",735,78,1250,800,4
"2021-07-01T21:42:44.000Z",639,80,1250,800,4
"2021-07-01T21:43:00.000Z",748,82,1250,800,4
"2021-07-01T21:43:14.000Z",1018,91,1250,800,4
"2021-07-01T21:43:30.000Z",763,83,1250,800,4
"2021-07-01T21:43:44.000Z",995,82,1250,800,4
"2021-07-01T21:44:00.000Z",694,89,1250,800,4
"2021-07-01T21:44:14.000Z",940,84,1250,800,4
"2021-07-01T21:44:30.000Z",737,82,1250,800,4
"2021-07-01T21:44:44.000Z",942,85,1250,800,4
"2021-07-01T21:45:00.000Z",781,80,1250,800,4
"2021-07-01T21:45:14.000Z",767,82,1250,800,4
"2021-07-01T21:45:30.000Z",713,83,1250,800,4
"2021-07-01T21:45:44.000Z",934,87,1250,800,4
"2021-07-01T21:46:00.000Z",261,83,1250,800,4
"2021-07-01T21:46:14.000Z",871,83,1250,800,4
"2021-07-01T21:46:30.000Z",670,89,1250,800,4
"2021-07-01T21:46:44.000Z",776,85,1250,800,4
"2021-07-01T21:47:00.000Z",560,82,1250,800,4
"2021-07-01T21:47:14.000Z",693,84,1250,800,4
"2021-07-01T21:47:30.000Z",929,84,1250,800,4
"2021-07-01T21:47:44.000Z",873,84,1250,800,4
"2021-07-01T21:48:00.000Z",839,83,1250,800,4
"2021-07-01T21:48:14.000Z",698,87,1250,800,5
"2021-07-01T21:48:30.000Z",863,84,1250,800,5
"2021-07-01T21:48:44.000Z",1061,81,1250,800,5
"2021-07-01T21:49:00.000Z",984,80,1250,800,5
"2021-07-01T21:49:14.000Z",1023,81,1250,800,5
"2021-07-01T21:49:30.000Z",650,80,1250,800,5
"2021-07-01T21:49:44.000Z",523,81,1250,800,5
"2021-07-01T21:50:00.000Z",1006,96,1250,800,5
"2021-07-01T21:50:14.000Z",1081,83,1250,800,5
"2021-07-01T21:50:30.000Z",1052,82,1250,800,5
"2021-07-01T21:50:44.000Z",1106,75,1250,800,5
"2021-07-01T21:51:00.000Z",852,76,1250,800,5
"2021-07-01T21:51:14.000Z",782,83,1250,800,5
"2021-07-01T21:51:30.000Z",899,80,1250,800,5
"2021-07-01T21:51:44.000Z",946,83,1250,800,5
"2021-07-01T21:52:00.000Z",987,85,1250,800,5
"2021-07-01T21:52:14.000Z",953,81,1250,800,5
"2021-07-01T21:52:30.000Z",933,87,1250,800,5
"2021-07-01T21:52:44.000Z",826,84,1250,800,5
"2021-07-01T21:53:00.000Z",1047,81,1250,800,5
"2021-07-01T21:53:14.000Z",677,82,1250,800,5
"2021-07-01T21:53:30.000Z",911,82,1250,800,5
"2021-07-01T21:53:44.000Z",978,77,1250,800,5
"2021-07-01T21:54:00.000Z",1036,84,1250,800,5
"2021-07-01T21:54:14.000Z",836,83,1250,800,5
"2021-07-01T21:54:30.000Z",948,75,1250,800,5
"2021-07-01T21:54:44.000Z",734,82,1250,800,5
"2021-07-01T21:55:00.000Z",958,79,1250,800,5
"2021-07-01T21:55:14.000Z",931,85,1250,800,5
"2021-07-01T21:55:30.000Z",958,85,1250,800,5
"2021-07-01T21:55:44.000Z",681,77,1250,800,5
"2021-07-01T21:56:00.000Z",799,82,1250,800,5
"2021-07-01T21:56:14.000Z",812,86,1250,800,5
"2021-07-01T21:56:30.000Z",1053,79,1750,800,5
"2021-07-01T21:56:44.000Z",850,90,1750,800,6
"2021-07-01T21:57:00.000Z",961,101,1750,800,6
"2021-07-01T21:57:14.000Z",933,114,1750,800,6
"2021-07-01T21:57:30.000Z",1245,112,1750,800,6
"2021-07-01T21:57:44.000Z",1088,112,1750,800,6
"2021-07-01T21:58:00.000Z",1128,114,1750,800,6
"2021-07-01T21:58:14.000Z",1169,111,1750,800,6
"2021-07-01T21:58:30.000Z",1323,118,1750,800,6
"2021-07-01T21:58:44.000Z",1253,110,1750,800,6
"2021-07-01T21:59:00.000Z",1125,114,1750,800,6
"2021-07-01T21:59:14.000Z",1238,116,1750,800,6
"2021-07-01T21:59:30.000Z",1001,109,1750,800,6
"2021-07-01T21:59:44.000Z",1244,110,1750,800,6
"2021-07-01T22:00:00.000Z",775,112,1750,800,6
"2021-07-01T22:00:14.000Z",1341,113,1750,800,6
"2021-07-01T22:00:30.000Z",1165,111,1750,800,6
"2021-07-01T22:00:44.000Z",1115,114,1750,800,6
"2021-07-01T22:01:00.000Z",1301,113,1750,800,6
"2021-07-01T22:01:14.000Z",1426,112,1750,800,6
"2021-07-01T22:01:30.000Z",1184,111,1750,800,6
"2021-07-01T22:01:44.000Z",1352,121,1750,800,6
"2021-07-01T22:02:00.000Z",1258,113,1750,800,6
"2021-07-01T22:02:14.000Z",1004,120,1750,800,6
"2021-07-01T22:02:30.000Z",984,117,1750,800,6
"2021-07-01T22:02:44.000Z",1413,105,1750,800,6
"2021-07-01T22:03:00.000Z",1151,107,1750,800,6
"2021-07-01T22:03:14.000Z",1306,112,1750,800,6
"2021-07-01T22:03:30.000Z",1201,110,1750,800,6
"2021-07-01T22:03:44.000Z",1304,119,1750,800,6
"2021-07-01T22:04:00.000Z",1265,117,1750,800,6
"2021-07-01T22:04:14.000Z",837,109,1750,800,6
"2021-07-01T22:04:30.000Z",887,107,1750,800,6
"2021-07-01T22:04:44.000Z",1284,115,1750,800,6
"2021-07-01T22:05:00.000Z",988,115,1750,800,7
"2021-07-01T22:05:14.000Z",1225,110,1750,800,7
"2021-07-01T22:05:30.000Z",1264,108,1750,800,7
"2021-07-01T22:05:44.000Z",1400,115,1750,800,7
"2021-07-01T22:06:00.000Z",1029,110,1750,800,7
"2021-07-01T22:06:14.000Z",1466,112,1750,800,7
"2021-07-01T22:06:30.000Z",1187,112,1750,800,7
"2021-07-01T22:06:44.000Z",1224,107,1750,800,7
"2021-07-01T22:07:00.000Z",1419,114,1750,800,7
"2021-07-01T22:07:14.000Z",1464,109,1750,800,7
"2021-07-01T22:07:30.000Z",1226,106,1750,800,7
"2021-07-01T22:07:44.000Z",1466,107,1750,800,7
"2021-07-01T22:08:00.000Z",1270,108,1750,800,7
"2021-07-01T22:08:14.000Z",1330,102,1750,800,7
"2021-07-01T22:08:30.000Z",1241,115,1750,800,7
"2021-07-01T22:08:44.000Z",763,106,1750,800,7
"2021-07-01T22:09:00.000Z",1401,114,1750,800,7
"2021-07-01T22:09:14.000Z",1430,107,1750,800,7
"2021-07-01T22:09:30.000Z",1291,104,1750,800,7
"2021-07-01T22:09:44.000Z",1365,104,1750,800,7
"2021-07-01T22:10:00.000Z",1411,113,1750,800,7
"2021-07-01T22:10:14.000Z",808,113,1750,800,7
"2021-07-01T22:10:30.000Z",1215,110,1750,800,7
"2021-07-01T22:10:44.000Z",1451,107,1750,800,7
"2021-07-01T22:11:00.000Z",1225,122,1750,800,7
"2021-07-01T22:11:14.000Z",1390,104,1750,800,7
"2021-07-01T22:11:30.000Z",615,103,1750,800,7
"2021-07-01T22:11:44.000Z",1163,114,1750,800,7
"2021-07-01T22:12:00.000Z",1199,115,1750,800,7
"2021-07-01T22:12:14.000Z",1051,109,1750,800,7
"2021-07-01T22:12:30.000Z",1466,105,1750,800,7
"2021-07-01T22:12:44.000Z",1305,111,1750,800,7
"2021-07-01T22:13:00.000Z",1055,116,1750,800,7
"2021-07-01T22:13:14.000Z",1271,112,1750,800,8
"2021-07-01T22:13:30.000Z",1498,104,1750,800,8
"2021-07-01T22:13:44.000Z",1384,109,1750,800,8
"2021-07-01T22:14:00.000Z",1353,109,1750,800,8
"2021-07-01T22:14:14.000Z",1598,104,1750,800,8
"2021-07-01T22:14:30.000Z",1416,105,1750,800,8
"2021-07-01T22:14:44.000Z",1606,108,1750,800,8
"2021-07-01T22:15:00.000Z",1135,106,1750,800,8
"2021-07-01T22:15:14.000Z",1507,102,1750,800,8
"2021-07-01T22:15:30.000Z",1569,107,1750,800,8
"2021-07-01T22:15:44.000Z",1490,113,1750,800,8
"2021-07-01T22:16:00.000Z",902,107,1750,800,8
"2021-07-01T22:16:14.000Z",1541,113,1750,800,8
"2021-07-01T22:16:30.000Z",1505,102,1750,800,8
"2021-07-01T22:16:44.000Z",1276,101,1750,800,8
"2021-07-01T22:17:00.000Z",1089,105,1750,800,8
"2021-07-01T22:17:14.000Z",1229,110,1750,800,8
"2021-07-01T22:17:30.000Z",1507,106,1750,800,8
"2021-07-01T22:17:44.000Z",1455,106,1750,800,8
"2021-07-01T22:18:00.000Z",1076,103,1750,800,8
"2021-07-01T22:18:14.000Z",1562,107,1750,800,8
"2021-07-01T22:18:30.000Z",1230,109,1750,800,8
"2021-07-01T22:18:44.000Z",1024,115,1750,800,8
"2021-07-01T22:19:00.000Z",1266,107,1750,800,8
"2021-07-01T22:19:14.000Z",1537,108,1750,800,8
"2021-07-01T22:19:30.000Z",1472,109,1750,800,8
"2021-07-01T22:19:44.000Z",1520,108,1750,800,8
"2021-07-01T22:20:00.000Z",1445,111,1750,800,8
"2021-07-01T22:20:14.000Z",884,106,1750,800,8
"2021-07-01T22:20:30.000Z",1323,104,1750,800,8
"2021-07-01T22:20:44.000Z",1292,105,1750,800,8
"2021-07-01T22:21:00.000Z",1230,117,1750,800,8
"2021-07-01T22:21:14.000Z",1513,100,1750,800,8
"2021-07-01T22:21:30.000Z",1161,101,1750,800,8
"2021-07-01T22:21:44.000Z",1291,107,2250,800,9
"2021-07-01T22:22:00.000Z",1642,135,2250,800,9
"2021-07-01T22:22:14.000Z",1615,142,2250,800,9
"2021-07-01T22:22:30.000Z",1074,136,2250,800,9
"2021-07-01T22:22:44.000Z",1909,146,2250,800,9
"2021-07-01T22:23:00.000Z",1925,145,2250,800,9
"2021-07-01T22:23:14.000Z",1710,133,2250,800,9
"2021-07-01T22:23:30.000Z",1735,135,2250,800,9
"2021-07-01T22:23:44.000Z",1633,133,2250,800,9
"2021-07-01T22:24:00.000Z",1648,146,2250,800,9
"2021-07-01T22:24:14.000Z",1694,139,2250,800,9
"2021-07-01T22:24:30.000Z",1534,142,2250,800,9
"2021-07-01T22:24:44.000Z",1915,139,2250,800,9
"2021-07-01T22:25:00.000Z",1747,135,2250,800,9
"2021-07-01T22:25:14.000Z",1882,136,2250,800,9
"2021-07-01T22:25:30.000Z",1730,137,2250,800,9
"2021-07-01T22:25:44.000Z",1160,140,2250,800,9
"2021-07-01T22:26:00.000Z",1680,133,2250,800,9
"2021-07-01T22:26:14.000Z",1085,143,2250,800,9
"2021-07-01T22:26:30.000Z",1626,144,2250,800,9
"2021-07-01T22:26:44.000Z",1665,132,2250,800,9
"2021-07-01T22:27:00.000Z",1668,135,2250,800,9
"2021-07-01T22:27:14.000Z",1899,139,2250,800,9
"2021-07-01T22:27:30.000Z",1648,128,2250,800,9
"2021-07-01T22:27:44.000Z",1885,137,2250,800,9
"2021-07-01T22:28:00.000Z",1770,142,2250,800,9
"2021-07-01T22:28:14.000Z",1827,130,2250,800,9
"2021-07-01T22:28:30.000Z",1707,139,2250,800,9
"2021-07-01T22:28:44.000Z",1802,135,2250,800,9
"2021-07-01T22:29:00.000Z",1837,134,2250,800,9
"2021-07-01T22:29:14.000Z",1897,145,2250,800,9
"2021-07-01T22:29:30.000Z",1565,140,2250,800,9
"2021-07-01T22:29:44.000Z",1582,136,2250,800,9
"2021-07-01T22:30:00.000Z",1632,142,2250,800,10
"2021-07-01T22:30:14.000Z",1709,134,2250,800,10
"2021-07-01T22:30:30.000Z",1653,131,2250,800,10
"2021-07-01T22:30:44.000Z",1789,132,2250,800,10
"2021-07-01T22:31:00.000Z",1963,130,2250,800,10
"2021-07-01T22:31:14.000Z",1937,138,2250,800,10
"2021-07-01T22:31:30.000Z",1975,132,2250,800,10
"2021-07-01T22:31:44.000Z",1475,135,2250,800,10
"2021-07-01T22:32:00.000Z",1741,138,2250,800,10
"2021-07-01T22:32:14.000Z",1801,150,2250,800,10
"2021-07-01T22:32:30.000Z",1842,129,2250,800,10
"2021-07-01T22:32:44.000Z",1881,140,2250,800,10
"2021-07-01T22:33:00.000Z",1241,135,2250,800,10
"2021-07-01T22:33:14.000Z",1901,126,2250,800,10
"2021-07-01T22:33:30.000Z",1103,141,2250,800,10
"2021-07-01T22:33:44.000Z",1975,133,2250,800,10
"2021-07-01T22:34:00.000Z",2035,144,2250,800,10
"2021-07-01T22:34:14.000Z",1514,124,2250,800,10
"2021-07-01T22:34:30.000Z",1444,130,2250,800,10
"2021-07-01T22:34:44.000Z",1747,130,2250,800,10
"2021-07-01T22:35:00.000Z",1937,124,2250,800,10
"2021-07-01T22:35:14.000Z",1544,136,2250,800,10
"2021-07-01T22:35:30.000Z",1735,141,2250,800,10
"2021-07-01T22:35:44.000Z",1933,133,2250,800,10
"2021-07-01T22:36:00.000Z",1874,135,2250,800,10
"2021-07-01T22:36:14.000Z",1534,138,2250,800,10
"2021-07-01T22:36:30.000Z",1661,134,2250,800,10
"2021-07-01T22:36:44.000Z",1732,129,2250,800,10
"2021-07-01T22:37:00.000Z",1203,136,2250,800,10
"2021-07-01T22:37:14.000Z",1363,136,2250,800,10
"2021-07-01T22:37:30.000Z",1698,132,2250,800,10
"2021-07-01T22:37:44.000Z",1794,140,2250,800,10
"2021-07-01T22:38:00.000Z",1788,156,2250,800,10
"2021-07-01T22:38:14.000Z",1578,142,2250,800,10
